Mar 18 16:47:08.671 INFO Ballot Leader Election componentMar 18 16:47:11.192 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 1 }
Mar 18 16:49:38.772 DEBG Newly elected leader: Ballot { n: 46, priority: 0, pid: 1 }
Mar 18 16:49:43.228 DEBG Newly elected leader: Ballot { n: 47, priority: 0, pid: 2 }
Mar 18 16:49:46.444 DEBG Newly elected leader: Ballot { n: 48, priority: 0, pid: 1 }
Mar 18 16:49:48.324 DEBG Newly elected leader: Ballot { n: 49, priority: 0, pid: 1 }
Mar 18 16:49:52.752 DEBG Newly elected leader: Ballot { n: 50, priority: 0, pid: 2 }
Mar 18 16:49:56.570 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:57.207 DEBG Newly elected leader: Ballot { n: 51, priority: 0, pid: 2 }
Mar 18 16:50:00.460 DEBG Newly elected leader: Ballot { n: 52, priority: 0, pid: 1 }
Mar 18 16:50:03.562 DEBG Newly elected leader: Ballot { n: 53, priority: 0, pid: 2 }
Mar 18 16:50:06.738 DEBG Newly elected leader: Ballot { n: 54, priority: 0, pid: 1 }
Mar 18 16:50:08.636 DEBG Newly elected leader: Ballot { n: 55, priority: 0, pid: 2 }
Mar 18 16:50:11.812 DEBG Newly elected leader: Ballot { n: 56, priority: 0, pid: 2 }
Mar 18 16:50:13.739 DEBG Newly elected leader: Ballot { n: 57, priority: 0, pid: 2 }
Mar 18 16:50:22.551 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:23.198 DEBG Newly elected leader: Ballot { n: 58, priority: 0, pid: 2 }
Mar 18 16:50:23.835 DEBG Newly elected leader: Ballot { n: 60, priority: 0, pid: 1 }
Mar 18 16:50:26.363 DEBG Newly elected leader: Ballot { n: 61, priority: 0, pid: 1 }
Mar 18 16:50:30.223 DEBG Newly elected leader: Ballot { n: 62, priority: 0, pid: 1 }
Mar 18 16:50:33.360 DEBG Newly elected leader: Ballot { n: 64, priority: 0, pid: 1 }
Mar 18 16:50:35.915 DEBG Newly elected leader: Ballot { n: 65, priority: 0, pid: 2 }
Mar 18 16:50:39.813 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:41.759 DEBG Newly elected leader: Ballot { n: 66, priority: 0, pid: 2 }
Mar 18 16:50:45.022 DEBG Newly elected leader: Ballot { n: 67, priority: 0, pid: 2 }
Mar 18 16:50:47.604 DEBG Newly elected leader: Ballot { n: 68, priority: 0, pid: 2 }
Mar 18 16:50:52.092 DEBG Newly elected leader: Ballot { n: 69, priority: 0, pid: 2 }
Mar 18 16:50:55.963 DEBG Newly elected leader: Ballot { n: 70, priority: 0, pid: 2 }
Mar 18 16:50:57.904 DEBG Newly elected leader: Ballot { n: 71, priority: 0, pid: 2 }
Mar 18 16:51:00.473 DEBG Newly elected leader: Ballot { n: 71, priority: 0, pid: 1 }
Mar 18 16:51:01.119 DEBG Newly elected leader: Ballot { n: 72, priority: 0, pid: 2 }
Mar 18 16:51:04.326 DEBG Newly elected leader: Ballot { n: 74, priority: 0, pid: 1 }
Mar 18 16:51:12.663 DEBG Newly elected leader: Ballot { n: 76, priority: 0, pid: 1 }
Mar 18 16:51:14.604 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:16.559 DEBG Newly elected leader: Ballot { n: 77, priority: 0, pid: 2 }
Mar 18 16:51:22.303 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:23.564 DEBG Newly elected leader: Ballot { n: 78, priority: 0, pid: 1 }
Mar 18 16:51:24.200 DEBG Newly elected leader: Ballot { n: 79, priority: 0, pid: 1 }
Mar 18 16:51:29.360 DEBG Newly elected leader: Ballot { n: 80, priority: 0, pid: 1 }
Mar 18 16:51:30.026 DEBG Newly elected leader: Ballot { n: 81, priority: 0, pid: 1 }
Mar 18 16:51:31.948 DEBG Newly elected leader: Ballot { n: 82, priority: 0, pid: 2 }
Mar 18 16:51:35.148 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:36.445 DEBG Newly elected leader: Ballot { n: 83, priority: 0, pid: 1 }
Mar 18 16:51:37.079 DEBG Newly elected leader: Ballot { n: 84, priority: 0, pid: 1 }
Mar 18 16:51:39.005 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:39.631 DEBG Newly elected leader: Ballot { n: 85, priority: 0, pid: 2 }
Mar 18 16:51:41.559 DEBG Newly elected leader: Ballot { n: 86, priority: 0, pid: 1 }
Mar 18 16:51:43.476 DEBG Newly elected leader: Ballot { n: 87, priority: 0, pid: 1 }
Mar 18 16:51:45.412 DEBG Newly elected leader: Ballot { n: 88, priority: 0, pid: 2 }
Mar 18 16:51:46.654 DEBG Newly elected leader: Ballot { n: 89, priority: 0, pid: 1 }
Mar 18 16:51:47.977 DEBG Newly elected leader: Ballot { n: 90, priority: 0, pid: 2 }
Mar 18 16:51:50.563 DEBG Newly elected leader: Ballot { n: 91, priority: 0, pid: 1 }
Mar 18 16:51:53.742 DEBG Newly elected leader: Ballot { n: 92, priority: 0, pid: 2 }
Mar 18 16:51:55.664 DEBG Newly elected leader: Ballot { n: 93, priority: 0, pid: 2 }
Mar 18 16:51:57.585 DEBG Newly elected leader: Ballot { n: 94, priority: 0, pid: 2 }
Mar 18 16:52:00.779 DEBG Newly elected leader: Ballot { n: 95, priority: 0, pid: 2 }
Mar 18 16:52:03.963 DEBG Newly elected leader: Ballot { n: 96, priority: 0, pid: 2 }
Mar 18 16:52:07.778 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:08.444 DEBG Newly elected leader: Ballot { n: 97, priority: 0, pid: 2 }
Mar 18 16:52:11.660 DEBG Newly elected leader: Ballot { n: 98, priority: 0, pid: 2 }
Mar 18 16:52:13.619 DEBG Newly elected leader: Ballot { n: 99, priority: 0, pid: 2 }
Mar 18 16:52:16.241 DEBG Newly elected leader: Ballot { n: 100, priority: 0, pid: 2 }
Mar 18 16:52:20.106 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:20.765 DEBG Newly elected leader: Ballot { n: 101, priority: 0, pid: 2 }
Mar 18 16:52:21.409 DEBG Newly elected leader: Ballot { n: 103, priority: 0, pid: 1 }
Mar 18 16:52:23.331 DEBG Newly elected leader: Ballot { n: 104, priority: 0, pid: 2 }
Mar 18 16:52:25.885 DEBG Newly elected leader: Ballot { n: 105, priority: 0, pid: 2 }
Mar 18 16:52:28.465 DEBG Newly elected leader: Ballot { n: 106, priority: 0, pid: 2 }
Mar 18 16:52:31.012 DEBG Newly elected leader: Ballot { n: 107, priority: 0, pid: 1 }
Mar 18 16:52:32.956 DEBG Newly elected leader: Ballot { n: 108, priority: 0, pid: 2 }
Mar 18 16:52:36.229 DEBG Newly elected leader: Ballot { n: 110, priority: 0, pid: 1 }
Mar 18 16:52:41.376 DEBG Newly elected leader: Ballot { n: 111, priority: 0, pid: 1 }
Mar 18 16:52:44.547 DEBG Newly elected leader: Ballot { n: 112, priority: 0, pid: 2 }
Mar 18 16:52:46.469 DEBG Newly elected leader: Ballot { n: 113, priority: 0, pid: 2 }
Mar 18 16:52:48.971 DEBG Newly elected leader: Ballot { n: 114, priority: 0, pid: 1 }
Mar 18 16:52:50.922 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:51.570 DEBG Newly elected leader: Ballot { n: 115, priority: 0, pid: 2 }
Mar 18 16:52:54.115 DEBG Newly elected leader: Ballot { n: 116, priority: 0, pid: 2 }
Mar 18 16:52:57.267 DEBG Newly elected leader: Ballot { n: 117, priority: 0, pid: 1 }
Mar 18 16:53:03.018 DEBG Newly elected leader: Ballot { n: 118, priority: 0, pid: 1 }
Mar 18 16:53:05.598 DEBG Newly elected leader: Ballot { n: 120, priority: 0, pid: 1 }
Mar 18 16:53:08.184 DEBG Newly elected leader: Ballot { n: 121, priority: 0, pid: 2 }
Mar 18 16:53:10.736 DEBG Newly elected leader: Ballot { n: 120, priority: 0, pid: 1 }
Mar 18 16:53:11.376 DEBG Newly elected leader: Ballot { n: 123, priority: 0, pid: 1 }
Mar 18 16:53:19.051 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:19.722 DEBG Newly elected leader: Ballot { n: 124, priority: 0, pid: 2 }
Mar 18 16:53:25.530 DEBG Newly elected leader: Ballot { n: 125, priority: 0, pid: 2 }
Mar 18 16:53:28.766 DEBG Newly elected leader: Ballot { n: 125, priority: 0, pid: 1 }
Mar 18 16:53:29.384 DEBG Newly elected leader: Ballot { n: 127, priority: 0, pid: 1 }
Mar 18 16:53:33.297 DEBG Newly elected leader: Ballot { n: 128, priority: 0, pid: 2 }
Mar 18 16:53:35.202 DEBG Newly elected leader: Ballot { n: 129, priority: 0, pid: 2 }
Mar 18 16:53:38.957 DEBG Newly elected leader: Ballot { n: 130, priority: 0, pid: 1 }
Mar 18 16:53:41.494 DEBG Newly elected leader: Ballot { n: 131, priority: 0, pid: 1 }
Mar 18 16:53:44.690 DEBG Newly elected leader: Ballot { n: 132, priority: 0, pid: 1 }
Mar 18 16:53:45.351 DEBG Newly elected leader: Ballot { n: 132, priority: 0, pid: 2 }
Mar 18 16:53:48.519 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:50.445 DEBG Newly elected leader: Ballot { n: 133, priority: 0, pid: 2 }
Mar 18 16:53:52.946 DEBG Newly elected leader: Ballot { n: 134, priority: 0, pid: 1 }
Mar 18 16:53:54.244 DEBG Newly elected leader: Ballot { n: 135, priority: 0, pid: 2 }
Mar 18 16:53:57.565 DEBG Newly elected leader: Ballot { n: 136, priority: 0, pid: 1 }
Mar 18 16:54:00.136 DEBG Newly elected leader: Ballot { n: 137, priority: 0, pid: 1 }
Mar 18 16:54:02.042 DEBG Newly elected leader: Ballot { n: 138, priority: 0, pid: 2 }
Mar 18 16:54:08.523 DEBG Newly elected leader: Ballot { n: 139, priority: 0, pid: 1 }
Mar 18 16:54:13.032 DEBG Newly elected leader: Ballot { n: 140, priority: 0, pid: 1 }
Mar 18 16:54:15.017 DEBG Newly elected leader: Ballot { n: 141, priority: 0, pid: 1 }
Mar 18 16:54:17.559 DEBG Newly elected leader: Ballot { n: 142, priority: 0, pid: 1 }
Mar 18 16:54:20.145 DEBG Newly elected leader: Ballot { n: 143, priority: 0, pid: 2 }
Mar 18 16:54:24.637 DEBG Newly elected leader: Ballot { n: 144, priority: 0, pid: 1 }
Mar 18 16:54:25.975 DEBG Newly elected leader: Ballot { n: 145, priority: 0, pid: 2 }
Mar 18 16:54:29.148 DEBG Newly elected leader: Ballot { n: 146, priority: 0, pid: 2 }
Mar 18 16:54:31.065 DEBG Newly elected leader: Ballot { n: 147, priority: 0, pid: 2 }
Mar 18 16:54:34.252 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:54:34.910 DEBG Newly elected leader: Ballot { n: 148, priority: 0, pid: 2 }
Mar 18 16:54:36.825 DEBG Newly elected leader: Ballot { n: 149, priority: 0, pid: 1 }
Mar 18 16:54:38.113 DEBG Newly elected leader: Ballot { n: 150, priority: 0, pid: 2 }
Mar 18 16:54:40.652 DEBG Newly elected leader: Ballot { n: 151, priority: 0, pid: 2 }
Mar 18 16:54:43.244 DEBG Newly elected leader: Ballot { n: 152, priority: 0, pid: 1 }
Mar 18 16:54:44.523 DEBG Newly elected leader: Ballot { n: 153, priority: 0, pid: 2 }
Mar 18 16:54:47.750 DEBG Newly elected leader: Ballot { n: 154, priority: 0, pid: 2 }
Mar 18 16:54:52.195 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:54:52.843 DEBG Newly elected leader: Ballot { n: 155, priority: 0, pid: 2 }
Mar 18 16:54:55.399 DEBG Newly elected leader: Ballot { n: 156, priority: 0, pid: 1 }
Mar 18 16:54:59.222 DEBG Newly elected leader: Ballot { n: 157, priority: 0, pid: 1 }
Mar 18 16:54:59.847 DEBG Newly elected leader: Ballot { n: 157, priority: 0, pid: 2 }
Mar 18 16:55:01.777 DEBG Newly elected leader: Ballot { n: 158, priority: 0, pid: 1 }
Mar 18 16:55:03.647 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:05.578 DEBG Newly elected leader: Ballot { n: 160, priority: 0, pid: 1 }
Mar 18 16:55:06.868 DEBG Newly elected leader: Ballot { n: 161, priority: 0, pid: 1 }
Mar 18 16:55:11.371 DEBG Newly elected leader: Ballot { n: 162, priority: 0, pid: 1 }
Mar 18 16:55:13.973 DEBG Newly elected leader: Ballot { n: 163, priority: 0, pid: 2 }
Mar 18 16:55:17.172 DEBG Newly elected leader: Ballot { n: 163, priority: 0, pid: 1 }
Mar 18 16:55:18.478 DEBG Newly elected leader: Ballot { n: 165, priority: 0, pid: 1 }
Mar 18 16:55:21.044 DEBG Newly elected leader: Ballot { n: 166, priority: 0, pid: 2 }
Mar 18 16:55:23.019 DEBG Newly elected leader: Ballot { n: 167, priority: 0, pid: 2 }
Mar 18 16:55:25.603 DEBG Newly elected leader: Ballot { n: 168, priority: 0, pid: 1 }
Mar 18 16:55:28.825 DEBG Newly elected leader: Ballot { n: 169, priority: 0, pid: 1 }
Mar 18 16:55:32.057 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:32.704 DEBG Newly elected leader: Ballot { n: 170, priority: 0, pid: 2 }
Mar 18 16:55:35.260 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:35.906 DEBG Newly elected leader: Ballot { n: 171, priority: 0, pid: 2 }
Mar 18 16:55:39.158 DEBG Newly elected leader: Ballot { n: 172, priority: 0, pid: 2 }
Mar 18 16:55:41.120 DEBG Newly elected leader: Ballot { n: 173, priority: 0, pid: 2 }
Mar 18 16:55:48.773 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:49.431 DEBG Newly elected leader: Ballot { n: 174, priority: 0, pid: 2 }
Mar 18 16:55:52.638 DEBG Newly elected leader: Ballot { n: 176, priority: 0, pid: 1 }
Mar 18 16:55:56.430 DEBG Newly elected leader: Ballot { n: 177, priority: 0, pid: 2 }
Mar 18 16:55:58.306 DEBG Newly elected leader: Ballot { n: 178, priority: 0, pid: 2 }
Mar 18 16:56:04.033 DEBG Newly elected leader: Ballot { n: 179, priority: 0, pid: 1 }
Mar 18 16:56:06.560 DEBG Newly elected leader: Ballot { n: 180, priority: 0, pid: 1 }
Mar 18 16:56:08.477 DEBG Newly elected leader: Ballot { n: 181, priority: 0, pid: 2 }
Mar 18 16:56:11.043 DEBG Newly elected leader: Ballot { n: 182, priority: 0, pid: 1 }
Mar 18 16:56:12.976 DEBG Newly elected leader: Ballot { n: 183, priority: 0, pid: 2 }
Mar 18 16:56:15.552 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:16.193 DEBG Newly elected leader: Ballot { n: 184, priority: 0, pid: 2 }
Mar 18 16:56:20.174 DEBG Newly elected leader: Ballot { n: 185, priority: 0, pid: 2 }
Mar 18 16:56:23.350 DEBG Newly elected leader: Ballot { n: 186, priority: 0, pid: 2 }
Mar 18 16:56:25.943 DEBG Newly elected leader: Ballot { n: 187, priority: 0, pid: 2 }
Mar 18 16:56:28.490 DEBG Newly elected leader: Ballot { n: 188, priority: 0, pid: 2 }
Mar 18 16:56:31.681 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:32.961 DEBG Newly elected leader: Ballot { n: 189, priority: 0, pid: 1 }
Mar 18 16:56:36.181 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:37.448 DEBG Newly elected leader: Ballot { n: 190, priority: 0, pid: 1 }
Mar 18 16:56:38.075 DEBG Newly elected leader: Ballot { n: 191, priority: 0, pid: 1 }
Mar 18 16:56:41.946 DEBG Newly elected leader: Ballot { n: 192, priority: 0, pid: 1 }
Mar 18 16:56:42.588 DEBG Newly elected leader: Ballot { n: 192, priority: 0, pid: 2 }
Mar 18 16:56:45.144 DEBG Newly elected leader: Ballot { n: 193, priority: 0, pid: 1 }
Mar 18 16:56:47.669 DEBG Newly elected leader: Ballot { n: 193, priority: 0, pid: 1 }
Mar 18 16:56:48.307 DEBG Newly elected leader: Ballot { n: 194, priority: 0, pid: 2 }
Mar 18 16:56:50.222 DEBG Newly elected leader: Ballot { n: 195, priority: 0, pid: 2 }
Mar 18 16:56:51.509 DEBG Newly elected leader: Ballot { n: 196, priority: 0, pid: 1 }
Mar 18 16:56:55.978 DEBG Newly elected leader: Ballot { n: 198, priority: 0, pid: 1 }
Mar 18 16:57:00.431 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:02.345 DEBG Newly elected leader: Ballot { n: 199, priority: 0, pid: 2 }
Mar 18 16:57:04.921 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:05.568 DEBG Newly elected leader: Ballot { n: 200, priority: 0, pid: 2 }
Mar 18 16:57:08.108 DEBG Newly elected leader: Ballot { n: 201, priority: 0, pid: 1 }
Mar 18 16:57:10.039 DEBG Newly elected leader: Ballot { n: 202, priority: 0, pid: 1 }
Mar 18 16:57:11.326 DEBG Newly elected leader: Ballot { n: 203, priority: 0, pid: 2 }
Mar 18 16:57:14.498 DEBG Newly elected leader: Ballot { n: 204, priority: 0, pid: 1 }
Mar 18 16:57:16.430 DEBG Newly elected leader: Ballot { n: 205, priority: 0, pid: 2 }
Mar 18 16:57:18.335 DEBG Newly elected leader: Ballot { n: 206, priority: 0, pid: 1 }
Mar 18 16:57:23.462 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:24.103 DEBG Newly elected leader: Ballot { n: 207, priority: 0, pid: 2 }
Mar 18 16:57:26.664 DEBG Newly elected leader: Ballot { n: 208, priority: 0, pid: 2 }
Mar 18 16:57:29.213 DEBG Newly elected leader: Ballot { n: 209, priority: 0, pid: 2 }
Mar 18 16:57:31.802 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:32.436 DEBG Newly elected leader: Ballot { n: 210, priority: 0, pid: 2 }
Mar 18 16:57:35.631 DEBG Newly elected leader: Ballot { n: 211, priority: 0, pid: 1 }
Mar 18 16:57:36.273 DEBG Newly elected leader: Ballot { n: 211, priority: 0, pid: 2 }
Mar 18 16:57:39.454 DEBG Newly elected leader: Ballot { n: 212, priority: 0, pid: 2 }
Mar 18 16:57:41.392 DEBG Newly elected leader: Ballot { n: 213, priority: 0, pid: 2 }
Mar 18 16:57:43.293 DEBG Newly elected leader: Ballot { n: 214, priority: 0, pid: 1 }
Mar 18 16:57:45.217 DEBG Newly elected leader: Ballot { n: 215, priority: 0, pid: 2 }
Mar 18 16:57:50.315 DEBG Newly elected leader: Ballot { n: 216, priority: 0, pid: 1 }
Mar 18 16:57:51.600 DEBG Newly elected leader: Ballot { n: 217, priority: 0, pid: 2 }
Mar 18 16:57:56.710 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:57.356 DEBG Newly elected leader: Ballot { n: 218, priority: 0, pid: 2 }
Mar 18 16:57:59.265 DEBG Newly elected leader: Ballot { n: 219, priority: 0, pid: 2 }
Mar 18 16:58:02.469 DEBG Newly elected leader: Ballot { n: 220, priority: 0, pid: 1 }
Mar 18 16:58:04.396 DEBG Newly elected leader: Ballot { n: 220, priority: 0, pid: 2 }
Mar 18 16:58:10.175 DEBG Newly elected leader: Ballot { n: 221, priority: 0, pid: 1 }
Mar 18 16:58:11.460 DEBG Newly elected leader: Ballot { n: 222, priority: 0, pid: 2 }
Mar 18 16:58:13.367 DEBG Newly elected leader: Ballot { n: 223, priority: 0, pid: 1 }
Mar 18 16:58:15.300 DEBG Newly elected leader: Ballot { n: 224, priority: 0, pid: 2 }
Mar 18 16:58:20.442 DEBG Newly elected leader: Ballot { n: 225, priority: 0, pid: 1 }
Mar 18 16:58:22.353 DEBG Newly elected leader: Ballot { n: 226, priority: 0, pid: 2 }
Mar 18 16:58:24.913 DEBG Newly elected leader: Ballot { n: 227, priority: 0, pid: 2 }
Mar 18 16:58:29.361 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:31.274 DEBG Newly elected leader: Ballot { n: 228, priority: 0, pid: 2 }
Mar 18 16:58:35.739 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:36.388 DEBG Newly elected leader: Ballot { n: 229, priority: 0, pid: 2 }
Mar 18 16:58:39.586 DEBG Newly elected leader: Ballot { n: 230, priority: 0, pid: 1 }
Mar 18 16:58:40.225 DEBG Newly elected leader: Ballot { n: 230, priority: 0, pid: 2 }
 pid: 1 }
Mar 18 16:48:00.641 WARN Got late response, round 81, current delay 40, ballot Ballot { n: 10, priority: 0, pid: 3 }
Mar 18 16:48:00.826 DEBG Received a majority of heartbeats [(Ballot { n: 15, priority: 0, pid: 1 }, false)]
Mar 18 16:48:01.472 WARN Did not receive a majority of heartbeats []
Mar 18 16:48:01.641 WARN Got late response, round 83, current delay 40, ballot Ballot { n: 10, priority: 0, pid: 3 }
Mar 18 16:48:02.121 DEBG Received a majority of heartbeats [(Ballot { n: 10, priority: 0, pid: 3 }, false), (Ballot { n: 15, priority: 0, pid: 1 }, false)]
Mar 18 16:48:02.131 DEBG BLE 2, New Leader elected: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:48:02.700 WARN Got late response, round 84, current delay 40, ballot Ballot { n: 10, priority: 0, pid: 3 }
Mar 18 16:48:02.763 DEBG Received a majority of heartbeats [(Ballot { n: 16, priority: 0, pid: 1 }, true)]
Mar 18 16:48:02.770 DEBG BLE 2, New Leader elected: Ballot { n: 16, priority: 0, pid: 2 }
Mar 18 16:48:02.949 WARN Got late response, round 85, current delay 40, ballot Ballot { n: 10, priority: 0, pid: 3 }
