Mar 18 16:47:08.381 INFO Ballot Leader Election componentMar 18 16:47:10.900 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:48:53.700 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:48:56.268 DEBG Newly elected leader: Ballot { n: 33, priority: 0, pid: 2 }
Mar 18 16:48:59.461 DEBG Newly elected leader: Ballot { n: 34, priority: 0, pid: 2 }
Mar 18 16:49:01.387 DEBG Newly elected leader: Ballot { n: 35, priority: 0, pid: 2 }
Mar 18 16:49:03.926 DEBG Newly elected leader: Ballot { n: 36, priority: 0, pid: 2 }
Mar 18 16:49:09.050 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:10.958 DEBG Newly elected leader: Ballot { n: 37, priority: 0, pid: 1 }
Mar 18 16:49:18.024 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:21.234 DEBG Newly elected leader: Ballot { n: 41, priority: 0, pid: 2 }
Mar 18 16:49:23.807 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:25.750 DEBG Newly elected leader: Ballot { n: 42, priority: 0, pid: 2 }
Mar 18 16:49:30.202 DEBG Newly elected leader: Ballot { n: 43, priority: 0, pid: 1 }
Mar 18 16:49:32.740 DEBG Newly elected leader: Ballot { n: 44, priority: 0, pid: 1 }
Mar 18 16:49:35.937 DEBG Newly elected leader: Ballot { n: 45, priority: 0, pid: 2 }
Mar 18 16:49:40.403 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:41.038 DEBG Newly elected leader: Ballot { n: 46, priority: 0, pid: 1 }
Mar 18 16:49:43.589 DEBG Newly elected leader: Ballot { n: 47, priority: 0, pid: 2 }
Mar 18 16:49:45.520 DEBG Newly elected leader: Ballot { n: 48, priority: 0, pid: 1 }
Mar 18 16:49:48.050 DEBG Newly elected leader: Ballot { n: 49, priority: 0, pid: 1 }
Mar 18 16:49:53.102 DEBG Newly elected leader: Ballot { n: 50, priority: 0, pid: 2 }
Mar 18 16:49:56.310 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:49:56.932 DEBG Newly elected leader: Ballot { n: 51, priority: 0, pid: 2 }
Mar 18 16:49:59.550 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:00.195 DEBG Newly elected leader: Ballot { n: 52, priority: 0, pid: 1 }
Mar 18 16:50:00.824 DEBG Newly elected leader: Ballot { n: 52, priority: 0, pid: 2 }
Mar 18 16:50:02.706 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:03.300 DEBG Newly elected leader: Ballot { n: 53, priority: 0, pid: 2 }
Mar 18 16:50:06.467 DEBG Newly elected leader: Ballot { n: 54, priority: 0, pid: 1 }
Mar 18 16:50:08.367 DEBG Newly elected leader: Ballot { n: 55, priority: 0, pid: 2 }
Mar 18 16:50:10.263 DEBG Newly elected leader: Ballot { n: 56, priority: 0, pid: 1 }
Mar 18 16:50:11.543 DEBG Newly elected leader: Ballot { n: 56, priority: 0, pid: 2 }
Mar 18 16:50:13.472 DEBG Newly elected leader: Ballot { n: 57, priority: 0, pid: 2 }
Mar 18 16:50:15.977 DEBG Newly elected leader: Ballot { n: 58, priority: 0, pid: 2 }
Mar 18 16:50:17.839 DEBG Newly elected leader: Ballot { n: 59, priority: 0, pid: 1 }
Mar 18 16:50:21.677 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:22.929 DEBG Newly elected leader: Ballot { n: 58, priority: 0, pid: 2 }
Mar 18 16:50:23.551 DEBG Newly elected leader: Ballot { n: 60, priority: 0, pid: 3 }
Mar 18 16:50:25.486 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:50:26.109 DEBG Newly elected leader: Ballot { n: 61, priority: 0, pid: 1 }
Mar 18 16:50:29.290 DEBG Newly elected leader: Ballot { n: 62, priority: 0, pid: 2 }
Mar 18 16:50:30.605 DEBG Newly elected leader: Ballot { n: 63, priority: 0, pid: 1 }
Mar 18 16:50:33.738 DEBG Newly elected leader: Ballot { n: 63, priority: 0, pid: 2 }
Mar 18 16:50:35.664 DEBG Newly elected leader: Ballot { n: 65, priority: 0, pid: 2 }
Mar 18 16:50:40.196 DEBG Newly elected leader: Ballot { n: 66, priority: 0, pid: 2 }
Mar 18 16:50:44.758 DEBG Newly elected leader: Ballot { n: 67, priority: 0, pid: 2 }
Mar 18 16:50:50.545 DEBG Newly elected leader: Ballot { n: 62, priority: 0, pid: 3 }
Mar 18 16:50:52.475 DEBG Newly elected leader: Ballot { n: 69, priority: 0, pid: 2 }
Mar 18 16:50:55.691 DEBG Newly elected leader: Ballot { n: 70, priority: 0, pid: 2 }
Mar 18 16:50:57.659 DEBG Newly elected leader: Ballot { n: 71, priority: 0, pid: 2 }
Mar 18 16:50:59.568 DEBG Newly elected leader: Ballot { n: 72, priority: 0, pid: 2 }
Mar 18 16:51:01.505 DEBG Newly elected leader: Ballot { n: 73, priority: 0, pid: 1 }
Mar 18 16:51:04.692 DEBG Newly elected leader: Ballot { n: 73, priority: 0, pid: 2 }
Mar 18 16:51:06.596 DEBG Newly elected leader: Ballot { n: 74, priority: 0, pid: 1 }
Mar 18 16:51:10.474 DEBG Newly elected leader: Ballot { n: 75, priority: 0, pid: 1 }
Mar 18 16:51:13.041 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:16.288 DEBG Newly elected leader: Ballot { n: 77, priority: 0, pid: 2 }
Mar 18 16:51:22.681 DEBG Newly elected leader: Ballot { n: 78, priority: 0, pid: 2 }
Mar 18 16:51:23.926 DEBG Newly elected leader: Ballot { n: 79, priority: 0, pid: 1 }
Mar 18 16:51:28.424 DEBG Newly elected leader: Ballot { n: 80, priority: 0, pid: 2 }
Mar 18 16:51:29.769 DEBG Newly elected leader: Ballot { n: 81, priority: 0, pid: 1 }
Mar 18 16:51:31.683 DEBG Newly elected leader: Ballot { n: 82, priority: 0, pid: 2 }
Mar 18 16:51:35.566 DEBG Newly elected leader: Ballot { n: 83, priority: 0, pid: 2 }
Mar 18 16:51:38.101 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:39.399 DEBG Newly elected leader: Ballot { n: 85, priority: 0, pid: 2 }
Mar 18 16:51:41.327 DEBG Newly elected leader: Ballot { n: 86, priority: 0, pid: 1 }
Mar 18 16:51:43.232 DEBG Newly elected leader: Ballot { n: 87, priority: 0, pid: 1 }
Mar 18 16:51:45.170 DEBG Newly elected leader: Ballot { n: 88, priority: 0, pid: 2 }
Mar 18 16:51:47.063 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:47.721 DEBG Newly elected leader: Ballot { n: 90, priority: 0, pid: 2 }
Mar 18 16:51:49.685 DEBG Newly elected leader: Ballot { n: 91, priority: 0, pid: 1 }
Mar 18 16:51:53.504 DEBG Newly elected leader: Ballot { n: 92, priority: 0, pid: 2 }
Mar 18 16:51:56.705 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:51:57.344 DEBG Newly elected leader: Ballot { n: 94, priority: 0, pid: 2 }
Mar 18 16:52:01.829 DEBG Newly elected leader: Ballot { n: 95, priority: 0, pid: 2 }
Mar 18 16:52:03.734 DEBG Newly elected leader: Ballot { n: 96, priority: 0, pid: 2 }
Mar 18 16:52:10.141 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:10.790 DEBG Newly elected leader: Ballot { n: 97, priority: 0, pid: 1 }
Mar 18 16:52:12.743 DEBG Newly elected leader: Ballot { n: 98, priority: 0, pid: 1 }
Mar 18 16:52:16.000 DEBG Newly elected leader: Ballot { n: 100, priority: 0, pid: 2 }
Mar 18 16:52:19.862 DEBG Newly elected leader: Ballot { n: 102, priority: 0, pid: 3 }
Mar 18 16:52:21.180 DEBG Newly elected leader: Ballot { n: 103, priority: 0, pid: 1 }
Mar 18 16:52:25.014 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:26.323 DEBG Newly elected leader: Ballot { n: 105, priority: 0, pid: 2 }
Mar 18 16:52:28.895 DEBG Newly elected leader: Ballot { n: 106, priority: 0, pid: 2 }
Mar 18 16:52:30.797 DEBG Newly elected leader: Ballot { n: 107, priority: 0, pid: 1 }
Mar 18 16:52:33.374 DEBG Newly elected leader: Ballot { n: 108, priority: 0, pid: 2 }
Mar 18 16:52:34.685 DEBG Newly elected leader: Ballot { n: 109, priority: 0, pid: 2 }
Mar 18 16:52:36.641 DEBG Newly elected leader: Ballot { n: 109, priority: 0, pid: 2 }
Mar 18 16:52:37.259 DEBG Newly elected leader: Ballot { n: 110, priority: 0, pid: 1 }
Mar 18 16:52:40.497 DEBG Newly elected leader: Ballot { n: 111, priority: 0, pid: 1 }
Mar 18 16:52:41.796 DEBG Newly elected leader: Ballot { n: 111, priority: 0, pid: 2 }
Mar 18 16:52:43.687 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:52:44.329 DEBG Newly elected leader: Ballot { n: 112, priority: 0, pid: 2 }
Mar 18 16:52:46.882 DEBG Newly elected leader: Ballot { n: 113, priority: 0, pid: 2 }
Mar 18 16:52:49.403 DEBG Newly elected leader: Ballot { n: 113, priority: 0, pid: 2 }
Mar 18 16:52:51.350 DEBG Newly elected leader: Ballot { n: 115, priority: 0, pid: 2 }
Mar 18 16:52:53.897 DEBG Newly elected leader: Ballot { n: 116, priority: 0, pid: 2 }
Mar 18 16:52:56.424 DEBG Newly elected leader: Ballot { n: 117, priority: 0, pid: 1 }
Mar 18 16:53:01.537 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:02.150 DEBG Newly elected leader: Ballot { n: 118, priority: 0, pid: 1 }
Mar 18 16:53:04.080 DEBG Newly elected leader: Ballot { n: 119, priority: 0, pid: 2 }
Mar 18 16:53:06.687 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:07.957 DEBG Newly elected leader: Ballot { n: 121, priority: 0, pid: 2 }
Mar 18 16:53:09.886 DEBG Newly elected leader: Ballot { n: 122, priority: 0, pid: 2 }
Mar 18 16:53:11.159 DEBG Newly elected leader: Ballot { n: 123, priority: 0, pid: 1 }
Mar 18 16:53:17.548 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:19.468 DEBG Newly elected leader: Ballot { n: 124, priority: 0, pid: 2 }
Mar 18 16:53:27.222 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:27.861 DEBG Newly elected leader: Ballot { n: 126, priority: 0, pid: 2 }
Mar 18 16:53:29.150 DEBG Newly elected leader: Ballot { n: 127, priority: 0, pid: 1 }
Mar 18 16:53:33.678 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:34.330 DEBG Newly elected leader: Ballot { n: 128, priority: 0, pid: 1 }
Mar 18 16:53:35.593 DEBG Newly elected leader: Ballot { n: 129, priority: 0, pid: 2 }
Mar 18 16:53:36.824 DEBG Newly elected leader: Ballot { n: 130, priority: 0, pid: 1 }
Mar 18 16:53:40.617 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:41.271 DEBG Newly elected leader: Ballot { n: 131, priority: 0, pid: 1 }
Mar 18 16:53:41.919 DEBG Newly elected leader: Ballot { n: 131, priority: 0, pid: 2 }
Mar 18 16:53:44.442 DEBG Newly elected leader: Ballot { n: 132, priority: 0, pid: 1 }
Mar 18 16:53:45.122 DEBG Newly elected leader: Ballot { n: 132, priority: 0, pid: 2 }
Mar 18 16:53:48.284 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:50.196 DEBG Newly elected leader: Ballot { n: 133, priority: 0, pid: 2 }
Mar 18 16:53:53.359 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:53:53.975 DEBG Newly elected leader: Ballot { n: 135, priority: 0, pid: 2 }
Mar 18 16:53:56.666 DEBG Newly elected leader: Ballot { n: 136, priority: 0, pid: 1 }
Mar 18 16:53:59.266 DEBG Newly elected leader: Ballot { n: 137, priority: 0, pid: 2 }
Mar 18 16:54:01.164 DEBG Newly elected leader: Ballot { n: 126, priority: 0, pid: 3 }
Mar 18 16:54:01.808 DEBG Newly elected leader: Ballot { n: 138, priority: 0, pid: 2 }
Mar 18 16:54:04.401 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:54:06.991 DEBG Newly elected leader: Ballot { n: 139, priority: 0, pid: 1 }
Mar 18 16:54:12.818 DEBG Newly elected leader: Ballot { n: 140, priority: 0, pid: 1 }
Mar 18 16:54:14.790 DEBG Newly elected leader: Ballot { n: 141, priority: 0, pid: 1 }
Mar 18 16:54:17.341 DEBG Newly elected leader: Ballot { n: 142, priority: 0, pid: 1 }
Mar 18 16:54:19.929 DEBG Newly elected leader: Ballot { n: 143, priority: 0, pid: 1 }
Mar 18 16:54:21.189 DEBG Newly elected leader: Ballot { n: 143, priority: 0, pid: 2 }
Mar 18 16:54:25.072 DEBG Newly elected leader: Ballot { n: 143, priority: 0, pid: 2 }
Mar 18 16:54:26.401 DEBG Newly elected leader: Ballot { n: 145, priority: 0, pid: 2 }
Mar 18 16:54:28.918 DEBG Newly elected leader: Ballot { n: 146, priority: 0, pid: 2 }
Mar 18 16:54:31.491 DEBG Newly elected leader: Ballot { n: 147, priority: 0, pid: 2 }
Mar 18 16:54:34.692 DEBG Newly elected leader: Ballot { n: 148, priority: 0, pid: 2 }
Mar 18 16:54:37.242 DEBG Newly elected leader: Ballot { n: 148, priority: 0, pid: 2 }
Mar 18 16:54:37.886 DEBG Newly elected leader: Ballot { n: 149, priority: 0, pid: 1 }
Mar 18 16:54:38.521 DEBG Newly elected leader: Ballot { n: 150, priority: 0, pid: 2 }
Mar 18 16:54:41.057 DEBG Newly elected leader: Ballot { n: 151, priority: 0, pid: 2 }
Mar 18 16:54:44.945 DEBG Newly elected leader: Ballot { n: 153, priority: 0, pid: 2 }
Mar 18 16:54:48.162 DEBG Newly elected leader: Ballot { n: 154, priority: 0, pid: 2 }
Mar 18 16:54:53.261 DEBG Newly elected leader: Ballot { n: 155, priority: 0, pid: 2 }
Mar 18 16:54:55.160 DEBG Newly elected leader: Ballot { n: 156, priority: 0, pid: 1 }
Mar 18 16:55:00.263 DEBG Newly elected leader: Ballot { n: 157, priority: 0, pid: 2 }
Mar 18 16:55:02.794 DEBG Newly elected leader: Ballot { n: 159, priority: 0, pid: 2 }
Mar 18 16:55:04.718 DEBG Newly elected leader: Ballot { n: 160, priority: 0, pid: 1 }
Mar 18 16:55:06.627 DEBG Newly elected leader: Ballot { n: 161, priority: 0, pid: 1 }
Mar 18 16:55:10.476 DEBG Newly elected leader: Ballot { n: 162, priority: 0, pid: 2 }
Mar 18 16:55:14.387 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:16.342 DEBG Newly elected leader: Ballot { n: 164, priority: 0, pid: 2 }
Mar 18 16:55:17.584 DEBG Newly elected leader: Ballot { n: 165, priority: 0, pid: 1 }
Mar 18 16:55:20.825 DEBG Newly elected leader: Ballot { n: 166, priority: 0, pid: 2 }
Mar 18 16:55:22.790 DEBG Newly elected leader: Ballot { n: 167, priority: 0, pid: 2 }
Mar 18 16:55:25.370 DEBG Newly elected leader: Ballot { n: 168, priority: 0, pid: 1 }
Mar 18 16:55:27.945 DEBG Newly elected leader: Ballot { n: 169, priority: 0, pid: 1 }
Mar 18 16:55:31.836 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:32.482 DEBG Newly elected leader: Ballot { n: 170, priority: 0, pid: 2 }
Mar 18 16:55:36.343 DEBG Newly elected leader: Ballot { n: 171, priority: 0, pid: 2 }
Mar 18 16:55:38.277 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:39.569 DEBG Newly elected leader: Ballot { n: 172, priority: 0, pid: 2 }
Mar 18 16:55:40.884 DEBG Newly elected leader: Ballot { n: 173, priority: 0, pid: 2 }
Mar 18 16:55:47.259 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:55:50.500 DEBG Newly elected leader: Ballot { n: 174, priority: 0, pid: 1 }
Mar 18 16:55:51.149 DEBG Newly elected leader: Ballot { n: 175, priority: 0, pid: 2 }
Mar 18 16:55:53.085 DEBG Newly elected leader: Ballot { n: 175, priority: 0, pid: 2 }
Mar 18 16:55:53.707 DEBG Newly elected leader: Ballot { n: 176, priority: 0, pid: 1 }
Mar 18 16:55:56.217 DEBG Newly elected leader: Ballot { n: 177, priority: 0, pid: 2 }
Mar 18 16:55:58.115 DEBG Newly elected leader: Ballot { n: 178, priority: 0, pid: 1 }
Mar 18 16:55:58.750 DEBG Newly elected leader: Ballot { n: 178, priority: 0, pid: 2 }
Mar 18 16:56:03.187 DEBG Newly elected leader: Ballot { n: 179, priority: 0, pid: 1 }
Mar 18 16:56:04.428 DEBG Newly elected leader: Ballot { n: 179, priority: 0, pid: 2 }
Mar 18 16:56:05.743 DEBG Newly elected leader: Ballot { n: 180, priority: 0, pid: 1 }
Mar 18 16:56:08.262 DEBG Newly elected leader: Ballot { n: 181, priority: 0, pid: 2 }
Mar 18 16:56:10.191 DEBG Newly elected leader: Ballot { n: 182, priority: 0, pid: 2 }
Mar 18 16:56:12.129 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:12.770 DEBG Newly elected leader: Ballot { n: 183, priority: 0, pid: 2 }
Mar 18 16:56:15.335 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:15.970 DEBG Newly elected leader: Ballot { n: 184, priority: 0, pid: 2 }
Mar 18 16:56:19.336 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:20.624 DEBG Newly elected leader: Ballot { n: 185, priority: 0, pid: 2 }
Mar 18 16:56:23.149 DEBG Newly elected leader: Ballot { n: 186, priority: 0, pid: 2 }
Mar 18 16:56:25.729 DEBG Newly elected leader: Ballot { n: 187, priority: 0, pid: 2 }
Mar 18 16:56:28.273 DEBG Newly elected leader: Ballot { n: 188, priority: 0, pid: 2 }
Mar 18 16:56:32.118 DEBG Newly elected leader: Ballot { n: 189, priority: 0, pid: 2 }
Mar 18 16:56:34.023 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:36.612 DEBG Newly elected leader: Ballot { n: 190, priority: 0, pid: 2 }
Mar 18 16:56:37.872 DEBG Newly elected leader: Ballot { n: 191, priority: 0, pid: 1 }
Mar 18 16:56:41.100 DEBG Newly elected leader: Ballot { n: 192, priority: 0, pid: 2 }
Mar 18 16:56:44.278 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:56:45.561 DEBG Newly elected leader: Ballot { n: 192, priority: 0, pid: 2 }
Mar 18 16:56:48.100 DEBG Newly elected leader: Ballot { n: 194, priority: 0, pid: 2 }
Mar 18 16:56:50.019 DEBG Newly elected leader: Ballot { n: 195, priority: 0, pid: 2 }
Mar 18 16:56:51.301 DEBG Newly elected leader: Ballot { n: 196, priority: 0, pid: 1 }
Mar 18 16:56:53.856 DEBG Newly elected leader: Ballot { n: 197, priority: 0, pid: 2 }
Mar 18 16:56:55.761 DEBG Newly elected leader: Ballot { n: 198, priority: 0, pid: 1 }
Mar 18 16:57:00.217 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:02.151 DEBG Newly elected leader: Ballot { n: 199, priority: 0, pid: 2 }
Mar 18 16:57:05.986 DEBG Newly elected leader: Ballot { n: 200, priority: 0, pid: 2 }
Mar 18 16:57:07.273 DEBG Newly elected leader: Ballot { n: 201, priority: 0, pid: 1 }
Mar 18 16:57:09.179 DEBG Newly elected leader: Ballot { n: 202, priority: 0, pid: 1 }
Mar 18 16:57:11.120 DEBG Newly elected leader: Ballot { n: 203, priority: 0, pid: 2 }
Mar 18 16:57:14.286 DEBG Newly elected leader: Ballot { n: 204, priority: 0, pid: 1 }
Mar 18 16:57:16.848 DEBG Newly elected leader: Ballot { n: 205, priority: 0, pid: 2 }
Mar 18 16:57:18.130 DEBG Newly elected leader: Ballot { n: 206, priority: 0, pid: 1 }
Mar 18 16:57:23.262 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:25.175 DEBG Newly elected leader: Ballot { n: 207, priority: 0, pid: 1 }
Mar 18 16:57:27.739 DEBG Newly elected leader: Ballot { n: 208, priority: 0, pid: 2 }
Mar 18 16:57:29.638 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:30.288 DEBG Newly elected leader: Ballot { n: 209, priority: 0, pid: 1 }
Mar 18 16:57:32.211 DEBG Newly elected leader: Ballot { n: 210, priority: 0, pid: 2 }
Mar 18 16:57:34.779 DEBG Newly elected leader: Ballot { n: 211, priority: 0, pid: 2 }
Mar 18 16:57:39.265 DEBG Newly elected leader: Ballot { n: 212, priority: 0, pid: 2 }
Mar 18 16:57:41.191 DEBG Newly elected leader: Ballot { n: 213, priority: 0, pid: 2 }
Mar 18 16:57:44.368 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:45.015 DEBG Newly elected leader: Ballot { n: 215, priority: 0, pid: 2 }
Mar 18 16:57:49.475 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:52.038 DEBG Newly elected leader: Ballot { n: 217, priority: 0, pid: 2 }
Mar 18 16:57:56.504 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:57:57.779 DEBG Newly elected leader: Ballot { n: 218, priority: 0, pid: 2 }
Mar 18 16:57:59.062 DEBG Newly elected leader: Ballot { n: 219, priority: 0, pid: 2 }
Mar 18 16:58:01.629 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:02.912 DEBG Newly elected leader: Ballot { n: 220, priority: 0, pid: 2 }
Mar 18 16:58:11.243 DEBG Newly elected leader: Ballot { n: 222, priority: 0, pid: 2 }
Mar 18 16:58:12.512 DEBG Newly elected leader: Ballot { n: 223, priority: 0, pid: 1 }
Mar 18 16:58:15.077 DEBG Newly elected leader: Ballot { n: 224, priority: 0, pid: 2 }
Mar 18 16:58:20.186 DEBG Newly elected leader: Ballot { n: 225, priority: 0, pid: 1 }
Mar 18 16:58:23.385 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:24.023 DEBG Newly elected leader: Ballot { n: 226, priority: 0, pid: 1 }
Mar 18 16:58:27.215 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:27.855 DEBG Newly elected leader: Ballot { n: 227, priority: 0, pid: 1 }
Mar 18 16:58:30.410 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
Mar 18 16:58:31.679 DEBG Newly elected leader: Ballot { n: 228, priority: 0, pid: 2 }
Mar 18 16:58:35.509 DEBG Newly elected leader: Ballot { n: 0, priority: 0, pid: 0 }
